	Mo.Ly6C-.Lu#1	Mo.Ly6C-.Lu#2	Mo.Ly6C-.Lu#3	Mo.Ly6C-.Lu.KPd17#1	Mo.Ly6C-.Lu.KPd17#2	Mo.Ly6C-.Lu.KPd28#1	Mo.Ly6C-.Lu.KPd28#2	Mo.Ly6C-.Lu.KPd28#3
Rhox2d	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	1	1	0	0	0
Rhox2f	0	0	0	0	0	0	0	0
Rhox2g	0	1	0	0	0	0	0	0
Rhox2h	0	1	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0
Rhox3a2	0	0	0	0	0	0	0	0
Rhox3c	0	0	1	0	3	0	0	0
Rhox3e	0	1	0	0	0	0	0	0
Rhox3f	0	0	0	1	0	0	0	0
Rhox3g	0	0	3	0	0	1	0	0
Rhox3h	0	0	0	2	0	0	0	0
Rhox4a	0	0	0	0	0	0	0	0
Rhox4a2	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0
Rhox4c	0	0	2	0	0	2	0	0
Rhox4d	1	0	0	0	0	0	0	2
Rhox4e	0	0	0	0	0	0	0	0
Rhox4f	0	1	3	0	0	0	1	0
Rhox4g	1	2	0	0	0	0	0	0
Rhox5	0	0	0	0	0	0	0	0
Rhox6	0	0	0	0	0	0	0	0
Rhox7a	0	0	0	0	0	0	0	0
Rhox7b	0	0	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0	0	0
Rhpn1	0	1	0	2	0	1	0	0
Rhpn2	7	2	2	11	3	8	1	0
Ribc1	14	10	1	10	5	0	1	6
Ribc2	0	1	3	3	0	0	0	0
Ric1	430	254	276	350	222	284	215	192
Ric3	13	4	12	13	4	0	8	8
Ric8a	888	609	516	529	388	933	366	349
Ric8b	109	147	195	127	113	131	50	51
Rictor	340	338	433	421	215	489	183	135
Rida	32	13	34	31	25	18	20	22
Rif1	125	107	130	186	90	111	113	84
Riiad1	0	1	8	4	5	4	1	0
Rilp	40	63	72	52	44	56	19	18
Rilpl1	16	9	17	9	8	31	20	10
Rilpl2	286	158	285	202	254	208	261	455
Rimbp2	15	15	9	11	0	2	1	1
Rimbp3	0	11	6	1	0	0	0	0
Rimkla	2	8	8	3	1	0	2	1
Rimklb	19	21	24	5	11	2	4	2
Rims1	0	0	0	0	0	0	0	0
Rims2	8	13	17	18	4	16	2	7
Rims3	46	17	70	26	23	17	10	13
Rims4	1	3	5	0	0	2	0	0
Rin1	2	0	17	5	4	6	1	1
Rin2	826	687	848	825	521	953	610	561
Rin3	673	619	592	558	438	632	280	241
Ring1	46	35	17	56	49	22	6	13
Rinl	372	374	250	259	167	275	144	172
Rint1	159	143	101	111	112	128	60	62
Riok1	312	330	281	270	201	308	141	114
Riok3	820	745	690	739	503	995	592	516
Riox1	33	8	22	34	26	18	2	18
Riox2	199	237	161	176	143	206	87	101
Ripk1	232	163	203	240	172	147	108	143
Ripk2	590	588	285	553	381	207	117	154
Ripk3	216	152	171	142	89	182	145	184
Ripk4	2	3	11	8	4	2	1	0
Ripor1	154	83	123	108	104	126	77	89
Ripor2	672	618	628	481	358	450	150	151
Ripor3	2	3	6	1	0	20	4	7
Ripply1	1	0	0	0	0	0	0	0
Ripply2	0	5	0	2	0	1	0	0
Ripply3	6	0	6	2	3	0	0	0
Rit1	269	179	178	246	153	334	149	190
Rit2	6	1	5	10	0	1	2	1
Rita1	32	25	20	23	34	70	8	17
Rlbp1	2	1	0	1	2	0	0	2
Rlf	346	298	222	292	223	295	171	182
Rlim	1740	1106	1446	1340	1031	1881	671	673
Rln1	0	0	7	0	0	0	0	1
Rln3	1	1	1	0	0	0	0	0
Rmdn1	139	95	108	129	81	115	42	76
Rmdn2	16	21	17	21	9	9	21	17
Rmdn3	91	69	83	68	53	98	62	73
Rmi1	63	85	58	69	52	99	63	36
Rmi2	2	10	3	3	2	0	2	6
Rmnd1	192	165	133	131	82	84	64	54
Rmnd5a	182	124	178	199	178	281	234	151
Rmnd5b	288	262	188	185	137	354	163	172
Rnase1	0	0	0	1	6	3	1	0
Rnase10	3	0	3	0	1	2	0	0
Rnase11	0	1	2	0	0	0	1	0
Rnase12	0	0	1	4	0	0	1	0
Rnase13	1	0	1	1	1	0	0	0
Rnase2a	2	1	1	0	10	1	41	11
Rnase2b	4	1	0	3	0	12	3	1
Rnase4	294	166	323	333	293	359	710	573
Rnase6	2131	1420	1459	1443	863	1656	285	163
Rnase9	0	1	0	0	1	1	0	0
Rnaseh1	150	154	158	146	99	150	82	81
Rnaseh2a	143	82	101	94	64	134	67	85
Rnaseh2b	121	98	117	120	93	91	105	107
Rnaseh2c	153	57	80	71	58	142	32	39
Rnasek	2	2	2	2	0	8	3	1
Rnasel	104	89	119	148	99	185	143	157
Rnaset2a	55	37	43	44	28	66	37	37
Rnaset2b	47	23	41	48	26	56	28	32
Rnd1	41	22	25	20	33	14	23	22
Rnd2	1	5	10	8	4	0	2	4
Rnd3	136	173	138	120	58	830	78	79
Rnf10	628	550	373	539	359	411	190	395
Rnf103	73	51	111	68	60	81	65	50
Rnf11	45	46	50	59	21	68	35	37
Rnf111	655	380	496	569	419	539	236	237
Rnf112	0	2	1	0	0	0	0	1
Rnf113a1	25	10	27	17	17	17	19	7
Rnf113a2	147	94	98	59	102	168	66	48
Rnf114	1049	790	863	805	581	1474	396	412
Rnf115	510	377	368	510	342	675	208	283
Rnf121	214	121	159	154	95	118	71	106
Rnf122	56	42	37	27	25	3	6	16
Rnf123	221	177	146	184	87	312	94	85
Rnf125	4	0	3	11	2	5	0	1
Rnf126	33	17	17	18	11	16	10	28
Rnf128	35	22	18	24	36	12	162	283
Rnf13	1082	1118	964	1372	857	1639	811	1114
Rnf130	541	385	398	483	350	480	156	197
Rnf133	0	0	0	3	0	0	0	2
Rnf135	132	98	89	64	82	146	54	62
Rnf138	130	101	112	157	113	267	125	113
Rnf138rt1	1	0	2	0	0	0	0	0
Rnf139	236	168	142	183	129	212	92	74
Rnf14	237	236	251	266	195	475	205	207
Rnf141	214	162	281	230	132	104	238	254
Rnf144a	210	219	265	164	104	181	14	10
Rnf144b	26	30	30	25	26	71	17	9
Rnf145	288	233	231	333	327	238	116	232
Rnf146	88	62	60	43	39	85	37	37
Rnf148	3	5	2	0	0	0	0	0
Rnf149	420	298	298	322	292	329	223	142
Rnf150	36	97	72	57	42	63	52	41
Rnf151	3	1	0	5	0	1	1	0
Rnf152	9	3	17	4	6	5	3	6
Rnf157	33	16	24	7	11	34	6	16
Rnf165	0	4	7	2	6	4	2	2
Rnf166	544	358	455	463	350	305	158	122
Rnf167	745	630	566	537	377	718	212	207
Rnf168	158	152	145	134	131	165	83	85
Rnf169	165	154	165	168	114	223	286	88
Rnf17	12	24	17	22	10	12	5	4
Rnf170	46	32	41	41	22	43	33	17
Rnf180	36	56	97	112	116	14	207	182
Rnf181	47	30	23	37	25	57	21	25
Rnf182	6	1	0	1	2	0	0	0
Rnf183	0	3	6	2	0	0	0	0
Rnf185	206	109	122	115	105	256	86	106
Rnf186	11	0	1	1	1	0	2	1
Rnf187	899	692	332	609	508	293	207	525
Rnf19a	105	153	173	146	92	289	108	93
Rnf19b	317	255	479	310	225	263	74	103
Rnf2	535	490	462	506	343	432	146	197
Rnf20	556	461	483	462	295	464	201	199
Rnf207	1	4	5	14	1	0	1	0
Rnf208	0	0	1	0	1	0	0	0
Rnf212	0	3	1	11	3	0	0	0
Rnf212b	0	5	7	0	0	0	4	2
Rnf213	1205	1051	1372	1133	769	3320	450	431
Rnf214	209	189	116	130	105	151	72	84
Rnf215	60	36	35	46	43	71	18	36
Rnf216	368	428	373	385	260	485	216	180
Rnf217	31	16	51	32	28	33	36	33
Rnf219	96	68	84	55	49	90	54	36
Rnf220	241	143	151	136	139	152	83	74
Rnf222	3	1	3	2	2	1	0	1
Rnf223	0	2	6	0	2	4	1	0
Rnf224	2	1	2	0	2	0	0	0
Rnf225	2	13	1	4	0	10	0	2
Rnf24	25	42	43	31	27	33	25	19
Rnf25	67	55	67	72	51	120	28	24
Rnf26	1	6	2	1	3	1	2	1
Rnf31	350	315	354	281	231	417	124	111
Rnf32	11	10	14	10	8	4	1	4
Rnf34	338	338	228	202	168	378	191	147
Rnf38	308	215	242	196	198	453	142	112
Rnf39	0	4	3	0	0	2	0	0
Rnf4	882	634	794	700	489	901	404	395
Rnf40	288	230	216	196	147	289	123	107
Rnf41	352	319	262	308	267	420	190	206
Rnf43	9	11	12	14	5	3	1	0
Rnf44	332	203	234	232	198	363	131	127
Rnf5	138	63	119	77	79	146	48	74
Rnf6	409	450	453	375	320	631	225	302
Rnf7	182	133	121	119	122	237	145	157
Rnf8	39	30	31	26	14	28	11	14
Rnft1	383	234	283	281	209	503	238	304
Rnft2	7	10	2	6	1	2	1	4
Rngtt	308	276	286	239	163	296	142	185
Rnh1	1387	1140	1009	1027	972	1941	1583	2076
Rnls	22	31	23	26	15	24	21	20
Rnmt	229	205	205	188	172	325	183	178
Rnpc3	98	132	123	120	81	196	82	71
Rnpep	948	784	740	727	587	1239	558	683
Rnpepl1	304	295	290	400	284	329	170	221
Rnps1	142	101	108	88	80	153	62	73
Robo1	1	5	19	9	7	3	2	4
Robo2	7	28	21	43	15	9	6	16
Robo3	3	0	3	12	0	0	1	0
Robo4	9	11	6	1	1	1	2	0
Rock1	662	331	391	415	483	608	225	184
Rock2	290	357	296	321	217	315	211	168
Rogdi	346	297	219	203	155	369	189	150
Rom1	10	17	19	6	11	15	17	15
Romo1	93	44	65	55	49	81	36	52
Ropn1	2	0	1	0	1	0	0	0
Ropn1l	7	4	14	5	4	18	21	9
Ror1	1	4	1	11	1	1	2	0
Ror2	1	6	4	0	1	3	1	1
Rora	40	19	57	62	52	75	35	41
Rorb	11	9	25	4	6	0	3	5
Rorc	4	2	5	4	0	4	1	2
Ros1	12	18	26	14	12	4	0	3
Rp1	16	16	16	25	11	3	8	7
Rp1l1	4	1	3	4	0	3	2	3
Rp2	1026	943	868	1039	676	1299	540	575
Rp9	106	126	123	148	96	259	83	65
Rpa1	362	308	299	309	178	211	139	220
Rpa2	140	90	157	128	95	145	51	80
Rpa3	83	40	66	57	67	101	44	40
Rpain	114	98	121	82	96	176	125	98
Rpap1	195	177	153	172	75	124	123	93
Rpap2	103	77	80	64	69	94	58	61
Rpap3	49	43	25	22	16	30	42	28
Rpe	358	248	244	292	207	392	184	209
Rpe65	1	6	15	6	3	2	1	3
Rpf1	279	185	260	219	178	271	98	133
Rpf2	158	102	96	105	76	165	106	122
Rpgr	16	21	20	34	12	34	14	22
Rpgrip1	37	43	33	48	41	13	20	11
Rpgrip1l	18	25	13	20	13	6	11	9
Rph3a	2	1	0	1	3	3	1	6
Rph3al	2	3	4	5	1	1	0	0
Rpia	17	13	27	22	27	20	6	11
Rpl10	1552	1111	1088	1171	996	2426	940	959
Rpl10-ps3	9	8	10	9	18	25	8	15
Rpl10a	369	284	341	293	262	484	281	334
Rpl10l	1	1	0	2	0	2	0	0
Rpl11	382	270	293	241	240	443	193	224
Rpl12	430	337	364	363	290	449	343	334
Rpl13	887	660	594	616	523	1229	611	615
Rpl13a	52	46	59	38	34	62	31	55
Rpl13a-ps1	3	3	1	0	2	3	0	4
Rpl14	376	342	301	328	297	601	394	425
Rpl15	417	292	307	328	260	607	229	334
Rpl17	535	443	426	387	355	803	401	416
Rpl18	680	462	457	403	348	913	299	330
Rpl18a	1529	1171	1152	1100	1045	2250	829	992
Rpl19	532	400	386	416	360	754	302	308
Rpl21	613	425	471	428	378	884	362	408
Rpl22	517	392	352	378	305	871	281	310
Rpl22l1	69	52	74	69	61	94	67	43
Rpl23	725	490	568	543	499	1028	482	549
Rpl23a	27	15	21	15	16	37	10	16
Rpl24	14	8	10	19	8	8	2	3
Rpl26	810	557	608	485	503	1223	421	456
Rpl27	163	114	136	94	114	261	97	117
Rpl27-ps3	14	2	5	8	4	16	4	13
Rpl27a	423	347	316	283	287	685	200	241
Rpl28	250	225	214	228	184	500	186	163
Rpl29	216	163	195	162	131	298	158	166
Rpl3	1318	1123	1020	1045	908	1602	972	1037
Rpl30	347	265	236	241	207	436	241	176
Rpl31	168	132	140	112	123	227	94	129
Rpl32	609	353	463	382	378	1068	484	477
Rpl34	580	363	449	349	357	790	259	251
Rpl35	21	16	20	17	19	38	17	19
Rpl35a	726	508	536	469	456	1016	302	325
Rpl36	117	111	114	89	78	170	59	81
Rpl36-ps4	0	0	0	0	0	0	0	0
Rpl36a	112	66	81	92	60	140	72	60
Rpl36a-ps1	1	1	1	2	3	0	1	5
Rpl36al	16	14	18	15	17	43	14	9
Rpl37	279	192	263	205	171	401	153	143
Rpl37a	375	208	238	226	220	476	165	178
Rpl38	200	112	114	85	117	235	68	99
Rpl39	222	132	190	179	152	345	161	195
Rpl39l	2	0	1	1	0	6	0	0
Rpl3l	44	22	45	35	25	17	7	1
Rpl4	4959	4459	4134	4103	3199	7276	3728	4763
Rpl41	675	491	528	481	447	1259	542	700
Rpl5	703	548	471	472	366	841	350	392
Rpl6	759	544	528	493	416	998	470	533
Rpl7	2348	1636	1950	1718	1525	3245	1230	1257
Rpl7a	726	516	611	528	471	1148	501	524
Rpl7a-ps5	0	1	0	4	2	1	0	1
Rpl7l1	499	312	305	300	256	561	210	327
Rpl8	3945	3039	2924	2782	2472	4823	2267	2382
Rpl9	793	639	653	562	446	978	355	350
Rpl9-ps1	2	6	0	0	1	4	2	0
Rpl9-ps6	31	22	18	20	20	37	24	22
Rplp0	2722	2005	1989	1998	1541	4855	2259	2798
Rplp1	944	679	756	631	690	1294	688	847
Rplp2	718	435	495	485	499	861	390	384
Rpn1	794	734	701	688	548	1151	905	1275
Rpn2	1479	1501	1304	1268	938	1663	1267	1629
Rpp14	109	97	114	112	71	177	69	79
Rpp21	221	125	145	158	88	172	66	74
Rpp25	0	2	1	0	2	0	0	0
Rpp25l	114	67	72	65	38	99	49	46
Rpp30	183	109	96	81	119	143	76	81
Rpp38	44	17	29	15	16	27	19	21
Rpp40	24	32	27	20	20	22	31	29
Rprd1a	40	41	35	43	32	61	21	31
Rprd1b	290	257	291	186	165	239	143	97
Rprd2	813	656	643	593	449	718	291	227
Rprm	0	2	0	0	0	0	0	0
Rprml	0	0	0	0	0	0	0	0
Rps10	451	254	342	276	248	585	191	227
Rps11	1901	1448	1399	1301	1095	2208	881	935
Rps12	484	346	346	290	265	518	259	301
Rps12-ps3	16	5	12	14	12	20	8	7
Rps13	490	364	358	355	337	658	225	288
Rps14	2334	1330	1736	1308	1393	3380	1149	1142
Rps15	1253	881	948	845	860	1615	522	579
Rps15a	595	382	442	412	376	921	311	285
Rps16	428	274	301	285	270	550	222	269
Rps17	297	267	234	274	189	389	151	158
Rps18	291	296	242	259	266	617	308	238
Rps19	1005	676	706	527	614	906	398	494
Rps19bp1	55	33	42	55	48	95	31	47
Rps2	717	583	493	576	508	643	548	931
Rps20	822	582	625	578	602	1111	577	601
Rps21	662	440	498	486	456	818	275	334
Rps23	518	332	392	343	349	643	298	322
Rps24	952	746	818	650	589	1082	360	507
Rps25	682	471	505	455	423	887	352	365
Rps26	354	232	261	292	225	619	284	291
Rps27	890	649	709	584	550	1020	309	289
Rps27a	1064	776	880	790	788	1662	673	732
Rps27l	245	147	151	138	191	390	181	216
Rps27rt	33	12	22	18	16	28	17	10
Rps28	217	103	137	122	151	335	123	121
Rps29	230	179	179	161	181	340	122	141
Rps3	4861	3518	3628	3553	2654	6933	2779	3175
Rps3a1	1323	1077	1043	999	885	1699	845	789
Rps4x	1711	1466	1461	1386	1131	2404	1028	1086
Rps5	3909	2776	2873	2529	2437	5990	2443	2499
Rps6	535	431	439	399	323	829	342	330
Rps6ka1	1808	1292	1193	1322	862	1643	576	571
Rps6ka2	215	137	101	152	100	16	39	22
Rps6ka3	411	208	209	258	216	343	229	224
Rps6ka4	553	346	385	330	241	410	335	366
Rps6ka5	103	86	87	143	87	113	41	42
Rps6ka6	0	5	3	8	1	0	0	0
Rps6kb1	358	291	415	281	209	428	243	197
Rps6kb2	68	34	51	28	32	48	29	25
Rps6kc1	172	185	123	158	136	176	159	124
Rps6kl1	32	12	17	25	8	37	12	2
Rps7	243	182	183	207	126	408	144	181
Rps8	892	660	668	635	581	1072	602	626
Rps9	2298	1605	1536	1483	1255	4146	1375	1516
Rpsa	1205	993	1024	906	682	1574	920	865
Rptn	4	4	4	9	3	0	2	0
Rptor	304	277	325	272	190	189	119	102
Rpusd1	56	58	62	49	31	67	36	35
Rpusd2	36	28	52	24	21	14	19	18
Rpusd3	3	0	10	4	4	2	1	5
Rpusd4	126	93	131	107	59	186	48	76
Rrad	48	60	55	23	43	76	29	32
Rraga	133	80	83	116	53	176	60	59
Rragb	1	22	1	3	3	3	1	4
Rragc	110	58	87	110	90	147	134	134
Rragd	12	5	2	12	24	2	3	12
Rras	297	214	196	173	128	177	23	38
Rras2	3	11	8	7	4	10	13	19
Rrbp1	531	503	534	529	469	580	648	644
Rreb1	505	442	554	341	359	508	271	285
Rrh	0	11	9	5	4	6	0	11
Rrm1	244	170	259	189	169	143	257	389
Rrm2	15	22	58	22	18	30	102	224
Rrm2b	151	104	112	85	83	79	52	51
Rrn3	326	246	255	237	182	391	184	128
Rrnad1	140	140	198	125	88	174	55	68
Rrp1	715	693	669	542	384	786	476	557
Rrp12	96	66	131	82	71	132	84	78
Rrp15	62	53	38	32	45	56	52	53
Rrp1b	157	80	83	77	73	113	79	74
Rrp36	144	134	129	101	82	133	62	77
Rrp7a	120	118	119	95	87	162	104	110
Rrp8	140	95	143	129	86	189	81	85
Rrp9	110	66	67	74	74	88	69	82
Rrs1	76	91	93	94	68	92	89	91
Rs1	0	3	2	2	3	0	0	1
Rsad1	14	22	25	22	19	27	19	17
Rsad2	35	45	58	29	21	639	90	30
Rsbn1	137	102	134	139	96	190	68	47
Rsbn1l	171	162	170	199	158	148	83	74
Rsc1a1	0	0	0	0	0	0	0	0
Rsf1	292	217	191	313	218	210	99	83
Rsg1	8	1	6	0	7	4	6	5
Rsl1	52	57	33	48	61	56	24	23
Rsl1d1	316	338	300	348	286	427	328	338
Rsl24d1	95	95	77	63	58	209	56	75
Rslcan18	3	13	9	23	7	3	2	6
Rsph1	5	4	1	1	0	2	0	0
Rsph10b	4	4	0	10	3	1	1	0
Rsph14	0	7	6	1	1	4	0	1
Rsph3a	20	5	10	11	7	8	5	3
Rsph3b	19	11	23	18	11	28	14	10
Rsph4a	5	11	8	17	7	17	3	3
Rsph6a	1	2	0	0	1	1	0	0
Rsph9	4	11	8	6	8	6	5	3
Rspo1	20	3	6	1	0	50	0	1
Rspo2	1	8	7	5	4	3	1	0
Rspo3	4	5	1	5	0	0	0	2
Rspo4	0	2	1	2	0	0	0	0
Rspry1	503	454	448	451	304	606	237	275
Rsrc1	350	271	245	285	156	350	167	133
Rsrc2	533	431	538	441	407	525	233	263
Rsrp1	4921	3461	5562	4006	3693	6761	1984	2564
Rsu1	809	537	625	562	473	1112	352	381
Rtbdn	4	5	3	2	0	1	3	0
Rtca	56	43	39	34	34	91	38	32
Rtcb	474	381	459	498	341	934	927	761
Rtel1	126	108	177	109	56	63	54	63
Rtf1	98	82	123	89	76	148	32	46
Rtf2	802	688	577	716	463	1081	434	460
Rtkn	3	4	3	3	2	0	0	1
Rtkn2	2	21	9	8	11	2	2	2
Rtl1	0	0	0	0	0	0	0	0
Rtl10	7	1	11	10	3	13	4	2
Rtl3	3	2	1	3	0	0	0	0
Rtl4	2	6	3	1	1	0	0	0
Rtl5	58	41	45	36	35	103	26	18
Rtl6	10	37	36	13	12	41	16	23
Rtl8a	3	0	0	3	1	1	2	0
Rtl8b	2	1	1	2	2	2	2	1
Rtl8c	11	19	6	23	6	0	1	0
Rtl9	2	5	5	0	1	0	0	3
Rtn1	151	61	95	155	93	26	22	44
Rtn2	0	2	26	3	5	0	2	0
Rtn3	1444	1173	1040	1217	863	1633	994	1406
Rtn4	347	269	414	318	339	603	360	322
Rtn4ip1	102	87	86	75	64	89	48	42
Rtn4r	0	0	0	0	1	0	0	0
Rtn4rl1	36	17	26	28	12	8	6	13
Rtn4rl2	1	0	1	0	0	0	0	1
Rtp1	3	5	0	2	0	0	1	1
Rtp2	2	0	0	3	0	1	2	1
Rtp3	1	0	0	0	0	0	0	0
Rtp4	224	175	227	191	154	701	115	78
Rtraf	357	225	234	232	192	482	269	226
Rttn	87	65	71	93	99	70	48	44
Rubcn	219	233	167	244	149	266	76	93
Rubcnl	718	491	542	565	272	355	112	95
Rufy1	171	166	105	144	100	172	44	85
Rufy2	94	71	86	126	62	52	53	47
Rufy3	70	56	119	96	70	137	88	58
Rufy4	2	2	2	2	2	1	3	1
Rundc1	139	156	163	129	69	139	68	83
Rundc3a	4	0	1	2	8	1	2	1
Rundc3b	1	4	3	5	2	6	5	5
Runx1	627	438	546	433	439	519	426	369
Runx1t1	4	24	17	27	1	1	0	6
Runx2	505	474	419	404	310	246	95	71
Runx3	211	181	146	98	121	284	149	139
Rusc1	45	46	75	43	26	60	40	28
Rusc2	9	22	21	35	27	48	42	55
Ruvbl1	103	48	69	76	64	82	42	60
Ruvbl2	173	140	150	101	134	169	112	123
Rwdd1	91	71	82	78	72	142	65	74
Rwdd2a	37	15	26	5	21	95	16	12
Rwdd2b	17	42	50	34	20	54	14	22
Rwdd3	1	1	1	18	7	4	2	2
Rwdd4a	107	68	87	75	90	132	73	99
Rxfp1	1	4	6	5	6	7	0	3
Rxfp2	0	10	2	1	3	1	1	4
Rxfp3	0	2	1	5	0	0	0	1
Rxfp4	7	7	8	11	0	8	2	2
Rxra	114	108	84	113	77	248	135	133
Rxrb	141	131	146	127	80	165	90	73
Rxrg	6	4	5	5	4	2	1	3
Rybp	11	14	15	13	13	16	10	9
Ryk	5	0	1	5	0	1	0	1
Ryr1	373	206	382	228	151	136	26	25
Ryr2	23	38	48	51	16	12	8	16
Ryr3	35	43	30	53	30	11	8	9
S100a1	63	50	50	55	111	189	143	201
S100a10	353	246	219	197	175	998	469	616
S100a11	191	89	113	109	66	226	99	131
S100a13	121	72	63	51	54	208	47	60
S100a14	0	0	1	0	4	1	0	1
S100a16	5	1	5	3	3	0	3	0
S100a2	0	0	1	2	0	0	0	0
S100a3	5	2	4	6	7	4	1	2
S100a4	80	47	34	46	26	232	21	30
S100a5	0	2	2	1	0	0	0	0
S100a6	959	565	451	530	389	2712	511	591
S100a7a	1	10	4	0	6	3	3	0
S100a8	3	4	6	3	6	4	25	45
S100a9	9	1	2	9	2	0	2	7
S100b	4	3	1	2	1	1	0	1
S100g	4	5	2	1	0	2	2	0
S100pbp	125	102	123	99	63	117	58	49
S100z	0	1	0	0	0	0	2	0
S1pr1	11	15	47	20	25	1	10	51
S1pr2	151	155	178	247	187	480	163	244
S1pr3	0	2	3	7	2	3	0	0
S1pr4	230	201	176	174	110	116	25	21
S1pr5	2221	1378	1688	1292	839	449	189	128
Saa1	0	0	0	1	2	0	0	1
Saa2	0	2	2	3	0	1	1	0
Saa3	0	3	3	19	4	12	141	921
Saa4	0	7	0	0	2	0	0	0
Saal1	88	159	143	124	86	133	73	59
Sac3d1	26	30	33	39	34	41	29	44
Sacm1l	186	140	134	212	125	220	108	136
Sacs	135	100	85	89	47	67	32	47
Sae1	292	208	249	219	201	278	234	287
Safb	516	403	538	365	313	560	214	221
Safb2	793	733	921	660	545	871	357	331
Sag	35	34	27	20	17	6	2	8
Sall1	1	1	0	5	2	0	0	0
Sall2	11	20	17	14	11	11	14	6
Sall3	3	2	9	4	0	0	0	1
Sall4	0	3	1	2	1	2	3	0
Samd1	16	14	17	18	14	16	10	6
Samd10	94	91	33	59	28	37	28	25
Samd11	2	2	3	2	2	0	1	3
Samd12	14	21	14	18	7	12	1	1
Samd13	1	1	0	0	0	0	2	0
Samd14	0	1	4	6	2	3	0	1
Samd15	3	4	4	1	0	2	2	2
Samd3	1	4	11	2	1	37	0	3
Samd4	14	13	12	18	9	14	4	4
Samd4b	98	88	74	82	53	130	32	53
Samd5	3	7	6	13	0	3	4	1
Samd7	0	1	2	7	3	4	0	2
Samd8	199	120	199	210	186	246	159	198
Samd9l	741	809	725	721	393	1772	252	228
Samhd1	4825	3339	4661	3791	2647	7390	1601	1356
Samm50	374	344	310	310	225	444	329	317
Samsn1	3284	2461	2563	2506	1803	2055	573	593
Samt1	0	0	0	0	0	0	0	0
Samt2	0	1	0	1	0	0	1	0
Samt3	0	1	4	0	1	0	0	1
Samt4	1	1	0	1	0	0	0	0
Sap130	361	284	282	216	149	334	97	82
Sap18	238	187	204	232	153	223	111	114
Sap18b	9	4	4	5	1	4	3	1
Sap25	1	0	0	0	0	0	0	0
Sap30	234	110	54	169	128	110	30	58
Sap30bp	224	168	196	193	109	281	103	129
Sap30l	15	22	42	17	19	21	11	8
Sapcd1	0	1	0	0	2	0	0	0
Sapcd2	0	3	10	6	11	0	27	10
Sar1a	802	603	650	760	507	1145	534	554
Sar1b	496	318	318	326	264	425	267	292
Saraf	546	480	513	584	467	619	453	544
Sardh	8	16	15	9	12	2	9	4
Sarm1	15	15	1	4	13	0	0	2
Sarnp	189	129	144	117	94	157	79	74
Sars	344	226	271	268	238	491	313	347
Sars2	60	65	45	47	33	97	38	35
Sart1	116	95	148	125	94	101	72	67
Sart3	128	96	43	168	77	73	41	82
Sash1	34	30	63	55	55	30	115	144
Sash3	2125	1608	1585	1409	1059	1872	486	512
Sass6	69	68	47	67	34	96	33	66
Sat1	14049	7758	10831	9453	7109	16811	2519	2768
Sat2	6	0	1	5	0	1	9	3
Satb1	52	37	53	32	33	75	3	7
Satb2	17	24	14	19	8	14	7	1
Satl1	0	4	3	0	1	0	0	1
Sav1	15	10	11	27	3	11	12	14
Saxo1	3	1	9	3	0	0	1	1
Saxo2	3	5	7	0	0	9	4	2
Saysd1	106	62	60	90	45	94	42	35
Sbds	443	351	407	379	261	419	178	169
Sbf1	431	407	434	371	244	431	184	176
Sbf2	131	69	96	94	72	53	121	100
Sbk1	39	39	59	56	27	74	32	17
Sbk2	0	3	1	0	1	0	5	8
Sbk3	0	1	0	0	3	1	0	0
Sbno1	1096	913	966	813	694	1036	508	472
Sbno2	1787	1329	1374	1162	882	1909	983	1031
Sbp	3	1	0	3	0	0	2	1
Sbpl	0	1	0	0	0	0	0	0
Sbsn	2	2	8	2	0	0	0	1
Sbspon	0	2	0	0	0	0	0	0
Sc5d	283	180	188	202	147	392	201	207
Scaf1	90	92	77	92	57	80	33	33
Scaf11	594	543	406	622	481	512	347	350
Scaf4	364	223	219	318	271	266	91	119
Scaf8	565	354	352	418	316	372	154	144
Scai	142	122	111	113	60	54	39	42
Scamp1	109	77	68	50	124	130	306	403
Scamp2	896	823	912	811	571	1508	621	646
Scamp3	228	239	233	211	150	272	144	129
Scamp4	8	3	2	1	7	1	2	3
Scamp5	3	15	48	18	42	6	77	75
Scand1	91	38	31	48	31	36	17	28
Scap	119	120	100	104	90	77	90	79
Scaper	125	142	167	120	81	86	69	87
Scara3	5	2	0	1	0	2	0	2
Scara5	5	9	1	4	1	1	1	1
Scarb1	1649	1171	1266	1366	789	2560	408	408
Scarb2	525	490	603	538	476	958	641	836
Scarf1	39	23	37	14	40	121	24	25
Scarf2	4	2	2	5	3	0	0	2
Sccpdh	28	7	15	29	27	15	50	37
Scd1	312	10	12	14	7	5	3	6
Scd2	497	391	268	498	185	427	327	262
Scd3	7	4	1	6	0	0	1	1
Scd4	8	11	14	6	6	4	7	0
Scel	36	9	7	16	7	37	17	14
Scfd1	427	379	405	469	351	631	233	287
Scfd2	110	101	77	93	75	184	71	68
Scg2	0	1	2	2	0	4	0	0
Scg3	8	3	7	9	0	4	1	2
Scg5	1	4	6	2	1	0	0	1
