	Mo.Ly6C-.Bl#1	Mo.Ly6C-.Bl#2	Mo.Ly6C-.Bl#3	Mo.Ly6C-.Bl.KPd17#1	Mo.Ly6C-.Bl.KPd17#2	Mo.Ly6C-.Bl.KPd17#3	Mo.Ly6C-Bl.KPd28#1	Mo.Ly6C-Bl.KPd28#2	Mo.Ly6C-Bl.KPd28#3
Socs6	175	169	94	186	157	129	165	265	204
Socs7	140	43	49	59	60	75	59	35	65
Sod1	935	497	555	483	481	539	312	363	349
Sod2	1164	539	831	633	614	409	493	606	532
Sod3	2	6	2	5	2	2	5	5	2
Soga1	13	11	217	31	24	11	16	56	40
Soga3	0	1	0	3	7	2	3	3	7
Sohlh1	1	2	0	0	1	0	3	1	2
Sohlh2	1	4	1	6	2	0	0	3	6
Son	2638	2387	1462	2651	2320	1977	1633	1931	2101
Sorbs1	72	74	35	40	43	73	29	53	21
Sorbs2	38	72	11	22	37	24	58	63	59
Sorbs3	15	9	443	11	3	2	17	6	6
Sorcs1	7	21	3	12	12	6	5	13	17
Sorcs2	9	9	4	26	10	6	14	23	16
Sorcs3	8	25	2	9	13	14	12	17	21
Sord	117	53	256	64	112	46	56	86	69
Sorl1	1241	1337	10	1358	1601	1049	1042	1229	1754
Sort1	794	536	3357	589	830	435	412	587	685
Sos1	111	124	139	135	133	89	116	108	156
Sos2	277	216	79	237	223	127	194	274	220
Sost	0	0	0	0	1	0	0	0	0
Sostdc1	3	5	3	1	0	1	0	0	1
Sowaha	0	4	0	0	0	1	0	4	1
Sowahb	2	6	1	6	4	2	1	0	6
Sowahc	679	750	800	863	668	573	449	365	637
Sowahd	0	0	0	0	0	0	0	1	0
Sox1	0	1	0	2	3	0	1	0	5
Sox10	0	1	0	0	1	0	1	1	0
Sox11	0	22	5	0	3	1	2	14	9
Sox12	0	2	2	0	0	1	1	4	2
Sox13	0	2	0	4	1	0	1	3	4
Sox14	0	0	0	0	3	5	0	0	0
Sox15	13	9	0	2	15	2	1	4	4
Sox17	0	0	0	8	1	2	0	2	4
Sox18	0	1	2	0	0	0	2	5	3
Sox2	0	0	0	1	0	0	0	0	1
Sox21	0	2	0	2	0	0	0	0	0
Sox3	0	0	0	0	0	0	0	0	0
Sox30	1	0	1	4	3	0	9	2	3
Sox4	0	1	6	0	0	0	2	0	1
Sox5	22	28	8	27	20	11	20	38	24
Sox6	17	28	3	24	24	3	7	31	33
Sox7	7	8	6	1	6	0	0	3	8
Sox8	1	7	0	3	2	0	2	0	2
Sox9	1	5	1	1	0	0	1	1	1
Sp1	542	503	272	569	435	349	287	379	460
Sp100	1242	818	133	940	671	730	638	723	689
Sp110	160	144	43	110	104	65	69	99	74
Sp140	182	97	83	106	114	65	69	86	85
Sp2	111	118	82	89	83	63	71	76	84
Sp3	487	814	417	860	947	607	561	705	854
Sp4	78	122	84	251	111	78	94	103	67
Sp5	0	0	0	0	0	0	0	0	0
Sp6	0	0	0	0	0	0	0	0	0
Sp7	0	2	0	1	0	0	0	0	0
Sp8	2	5	2	2	0	0	1	5	0
Sp9	1	5	0	0	1	0	1	3	1
Spa17	1	1	4	1	1	7	1	2	2
Spaar	1	4	0	8	0	1	1	3	4
Spaca1	6	2	0	0	11	0	8	7	2
Spaca3	1	3	2	0	1	1	1	0	0
Spaca4	0	5	1	0	0	1	0	6	1
Spaca5	0	2	0	0	0	0	0	5	0
Spaca6	18	6	247	10	3	5	8	10	22
Spaca7	2	2	0	5	0	0	0	2	4
Spaca9	8	5	50	3	7	6	10	12	6
Spag1	21	44	27	19	66	22	13	26	24
Spag11	0	0	0	1	0	0	1	0	0
Spag11b	34	12	133	21	7	12	13	55	81
Spag16	11	20	7	18	4	16	16	11	24
Spag17	17	32	6	28	26	1	10	24	27
Spag4	6	9	1	2	2	3	3	9	1
Spag5	23	9	60	10	11	22	6	24	11
Spag6	7	8	6	20	10	3	8	8	12
Spag7	433	187	289	166	180	103	105	175	169
Spag8	8	7	3	0	1	4	0	1	0
Spag9	648	620	584	752	654	484	330	522	555
Spam1	1	9	2	3	4	1	6	9	4
Sparc	3	0	10	14	7	6	2	1	4
Sparcl1	7	2	0	0	1	0	2	1	5
Spast	180	229	205	197	215	124	122	212	168
Spata1	21	43	21	38	35	33	29	28	46
Spata13	1527	3176	27	3336	3354	2105	1336	1204	1887
Spata16	5	7	0	12	3	1	10	7	11
Spata17	13	12	4	6	9	2	5	1	3
Spata18	3	0	0	7	3	1	4	8	2
Spata19	0	4	0	2	1	0	1	10	4
Spata2	95	143	101	119	161	106	140	155	150
Spata20	2	2	0	0	1	1	0	3	1
Spata21	7	10	2	16	16	14	8	13	21
Spata22	0	2	0	0	0	0	0	0	0
Spata24	4	4	1	4	1	0	1	4	4
Spata25	3	2	0	2	2	2	0	0	3
Spata2l	50	37	76	40	51	50	21	42	70
Spata3	2	3	0	8	0	1	2	2	2
Spata31	3	3	1	8	5	0	6	4	5
Spata31d1a	1	8	0	4	3	0	2	6	7
Spata31d1b	0	0	0	4	7	1	1	8	1
Spata31d1c	4	2	3	34	6	0	4	9	15
Spata31d1d	3	1	0	6	2	0	0	0	1
Spata32	2	3	0	0	0	0	4	0	0
Spata33	10	1	1	1	2	2	1	0	2
Spata4	1	1	0	5	0	0	3	5	7
Spata45	6	5	0	1	3	0	1	3	5
Spata46	2	6	1	4	0	1	3	6	5
Spata48	2	8	0	16	6	4	4	8	7
Spata5	180	148	160	205	137	135	127	131	147
Spata6	494	266	387	212	221	118	153	270	306
Spata7	19	28	34	17	23	11	13	36	21
Spata9	5	5	0	0	2	0	0	1	2
Spatc1	2	1	2	0	0	1	2	2	0
Spatc1l	0	1	0	0	0	0	1	3	1
Spats1	0	8	3	9	3	0	1	4	1
Spats2	2	3	16	4	1	1	4	11	4
Spats2l	15	11	4	13	1	0	9	11	19
Spc24	14	3	51	8	13	8	1	14	0
Spc25	62	35	107	38	26	42	16	37	37
Spcs1	787	287	548	361	305	229	175	301	254
Spcs2	1640	841	1345	826	670	446	473	724	805
Spcs3	530	1405	1488	1316	1268	923	928	1015	1278
Spdef	2	2	1	0	3	3	0	0	1
Spdl1	23	28	42	33	6	3	5	33	35
Spdya	1	11	2	3	4	2	5	8	1
Spdye4a	0	1	1	1	0	0	1	4	1
Spdye4b	1	7	0	2	0	6	6	1	1
Spdye4c	1	9	0	3	4	0	1	1	1
Specc1	344	440	454	500	504	311	220	218	303
Specc1l	250	320	227	389	414	255	238	299	334
Speer1	0	0	0	1	0	0	0	0	0
Speer2	2	0	1	14	2	0	1	1	0
Speer3	3	1	0	1	2	0	0	4	1
Speer4a	0	2	0	1	3	4	1	8	5
Speer4b	1	4	0	8	2	0	3	2	4
Speer4c	0	0	0	0	0	0	0	0	0
Speer4d	0	0	0	0	0	0	0	0	0
Speer4e	0	2	1	4	1	0	0	1	0
Speer4f1	0	3	1	0	0	0	1	1	1
Speer4f2	0	3	0	5	1	2	0	0	6
Spef1	2	5	81	1	4	0	2	4	4
Spef2	5	20	19	20	15	7	4	30	10
Speg	1	22	24	8	12	3	6	13	10
Spem1	0	1	0	2	0	0	2	0	1
Spem2	0	3	0	0	1	0	1	4	0
Spen	432	370	162	371	381	302	236	279	277
Spert	0	8	0	6	0	1	0	1	4
Spesp1	2	6	3	3	15	7	1	0	5
Spg11	337	409	217	516	433	252	218	311	347
Spg20	31	62	159	54	59	68	48	113	38
Spg21	1134	580	664	563	588	418	370	535	479
Spg7	141	121	103	130	126	75	66	61	93
Sphk1	1	0	0	8	3	0	7	4	2
Sphk2	137	119	140	129	126	83	71	85	103
Sphkap	14	24	6	22	33	2	2	18	3
Spi1	6915	3173	1303	3819	3675	2630	1450	3160	3521
Spib	9	3	0	1	0	4	41	2	25
Spic	346	136	11	262	133	89	109	189	322
Spice1	214	113	50	141	105	96	57	43	51
Spidr	252	277	196	286	312	191	154	182	194
Spin1	184	192	233	233	222	167	121	189	232
Spin2-ps6	0	0	0	0	0	0	0	0	1
Spin2c	1	0	0	1	0	0	1	0	0
Spin2d	0	0	0	0	0	0	0	0	1
Spin2e	0	0	0	0	0	0	0	0	0
Spin2f	0	0	0	0	2	0	0	0	1
Spin2g	0	0	0	0	0	0	0	0	0
Spin4	0	4	2	3	5	0	4	1	4
Spink1	0	4	0	0	4	0	0	0	2
Spink10	1	8	3	5	2	0	2	0	11
Spink11	0	4	0	1	0	0	6	1	0
Spink12	0	3	5	3	1	5	0	7	1
Spink13	1	0	0	0	0	3	0	1	1
Spink14	1	1	0	1	3	3	0	0	1
Spink2	0	0	1	2	2	0	2	8	0
Spink4	0	1	1	1	2	0	2	3	0
Spink5	7	25	3	13	20	5	6	27	22
Spink6	0	3	0	2	4	5	1	2	0
Spink7	0	1	0	1	2	4	0	2	0
Spink8	0	6	0	2	1	4	2	6	4
Spinkl	1	2	2	2	14	2	0	4	0
Spint1	3	3	796	1	7	0	54	71	109
Spint2	5	7	100	0	5	0	21	13	18
Spint3	0	0	0	0	0	1	0	0	2
Spint4	2	0	0	0	4	0	0	0	0
Spint5	1	0	0	0	2	1	0	0	1
Spire1	17	38	177	10	4	7	24	24	16
Spire2	3	4	0	1	3	1	2	2	0
Spn	5968	1850	75	2171	2260	1856	1089	889	1463
Spns1	345	207	1034	289	193	167	140	218	187
Spns2	1	7	8	5	11	2	6	11	1
Spns3	8	29	1	6	22	10	17	14	34
Spo11	9	16	1	2	8	1	7	9	1
Spocd1	12	2	1	5	5	2	4	10	4
Spock1	4	15	6	5	15	4	8	20	16
Spock2	0	1	1	3	4	0	6	0	1
Spock3	3	20	3	9	8	5	11	10	5
Spon1	18	26	22	19	6	8	22	116	33
Spon2	0	4	0	0	3	1	4	7	6
Spop	2221	1389	889	1411	1297	925	927	1351	1333
Spopl	100	85	54	134	105	56	53	95	79
Spout1	94	37	79	31	47	53	43	52	64
Spp1	7	3	3842	0	6	0	110	229	4
Spp2	0	7	2	4	0	2	1	4	0
Sppl2a	2730	1746	1759	2246	2236	1550	1433	1940	1925
Sppl2b	200	198	158	147	231	92	119	177	149
Sppl2c	0	5	1	1	0	0	1	5	0
Sppl3	91	79	71	105	64	73	48	47	100
Spr	257	64	87	75	57	56	45	47	68
Spred1	160	182	38	194	213	150	111	176	150
Spred2	174	93	20	134	178	129	63	47	55
Spred3	7	9	2	1	8	2	4	7	16
Sprn	1	1	0	0	0	1	0	0	0
Sprr1a	0	0	0	2	0	0	1	0	0
Sprr1b	4	0	0	1	0	0	0	2	1
Sprr2a1	0	1	0	0	0	0	0	0	0
Sprr2a2	0	0	1	2	0	0	0	2	2
Sprr2a3	0	0	0	3	0	0	1	1	0
Sprr2b	0	0	0	0	0	0	0	1	0
Sprr2d	1	0	1	3	3	0	1	0	3
Sprr2e	0	0	0	1	0	2	0	1	0
Sprr2f	0	0	1	0	0	0	0	3	0
Sprr2h	0	0	1	1	0	0	0	2	0
Sprr2i	0	0	0	7	0	0	0	0	0
Sprr2j-ps	0	3	0	1	0	0	2	1	2
Sprr2k	0	0	0	0	1	0	0	1	0
Sprr3	0	3	0	1	1	0	1	2	3
Sprr4	0	0	0	0	0	0	1	0	2
Sprtn	166	262	221	255	284	196	158	245	217
Spry1	0	0	51	1	0	0	0	1	0
Spry2	25	6	3	7	5	40	28	6	1
Spry3	0	11	2	27	0	0	11	14	1
Spry4	35	52	0	31	28	15	23	31	9
Spryd3	106	136	183	93	163	79	120	162	151
Spryd4	139	60	83	99	63	26	36	63	80
Spryd7	129	38	270	102	91	43	59	75	35
Spsb1	1	3	58	4	2	1	3	6	5
Spsb2	173	63	156	54	70	54	31	40	70
Spsb3	38	15	28	23	49	17	25	36	24
Spsb4	2	6	4	9	0	0	7	5	0
Spta1	9	24	8	28	9	9	25	25	13
Sptan1	885	983	661	886	1124	647	587	626	953
Sptb	61	43	13	94	37	45	38	62	80
Sptbn1	626	545	429	579	628	405	592	505	518
Sptbn2	11	28	19	11	9	2	28	16	10
Sptbn4	9	10	3	12	6	2	1	6	11
Sptlc1	573	466	417	419	409	289	280	315	369
Sptlc2	1663	1113	1914	957	1007	603	814	971	1034
Sptlc3	4	23	2	14	1	0	4	7	13
Sptssa	805	358	530	328	358	244	239	420	346
Sptssb	0	5	1	5	0	0	0	9	0
Spty2d1	254	311	211	298	338	220	253	249	282
Spx	5	1	0	1	1	4	4	5	1
Spz1	0	1	0	0	0	0	0	2	2
Sqle	336	252	443	290	206	110	108	190	248
Sqor	1454	853	663	792	857	627	500	645	825
Sqstm1	1849	2491	5453	2837	2639	1773	1855	2235	2391
Sra1	1144	537	586	618	550	402	324	522	498
Srarp	0	1	0	3	0	0	0	0	0
Srbd1	89	125	94	149	113	48	85	75	77
Src	4	16	3	13	6	1	5	4	4
Srcap	68	164	61	132	131	86	68	129	103
Srcin1	5	1	0	3	0	0	8	4	5
Srd5a1	3	4	17	11	10	8	0	9	10
Srd5a2	0	0	0	0	1	1	1	0	0
Srd5a3	677	435	618	381	269	232	229	349	410
Srebf1	300	391	533	415	343	214	238	307	310
Srebf2	523	612	391	844	734	436	394	483	669
Srek1	215	251	213	224	220	213	211	292	238
Srek1ip1	154	73	99	56	42	63	40	56	35
Srf	152	83	45	105	82	51	44	65	49
Srfbp1	103	59	68	66	57	36	41	58	72
Srgap1	6	8	0	11	15	3	5	5	8
Srgap2	346	416	422	393	450	282	260	316	418
Srgap3	32	37	29	55	13	32	83	31	54
Srgn	8738	3792	506	3860	3702	2818	3686	5480	5044
Sri	1838	761	1530	855	863	638	579	786	783
Srl	7	14	5	9	11	13	4	10	11
Srm	72	30	126	75	57	70	34	80	81
Srms	8	16	0	4	0	0	2	5	7
Srp14	1234	494	837	516	379	356	324	407	500
Srp19	604	331	399	310	411	211	196	282	285
Srp54	7	2	1	3	0	5	4	0	3
Srp54b	46	36	46	16	23	23	18	30	22
Srp68	352	224	302	242	277	147	170	257	188
Srp72	695	582	550	657	533	352	434	437	565
Srp9	721	321	322	316	385	255	202	320	334
Srpk1	606	319	468	372	345	298	227	217	330
Srpk2	294	188	433	201	170	159	168	220	224
Srpk3	33	34	8	43	37	30	26	33	24
Srpr	553	558	452	512	472	332	323	487	472
Srprb	106	116	126	111	130	71	90	82	100
Srpx	3	14	0	7	0	0	1	2	2
Srpx2	3	3	0	3	4	0	3	4	5
Srr	35	30	56	31	18	24	18	22	25
Srrd	31	14	10	15	18	19	10	21	26
Srrm1	1200	702	507	862	721	527	411	723	714
Srrm2	2629	1759	1228	1975	2115	1568	1205	1905	1990
Srrm3	0	3	1	1	2	0	2	1	0
Srrm4	0	18	2	8	6	7	10	11	0
Srrt	561	316	321	370	308	255	210	246	320
Srsf1	11	8	4	1	5	4	0	4	9
Srsf10	554	465	450	617	520	466	384	356	448
Srsf11	1437	1136	947	1321	1178	832	861	1102	1140
Srsf12	1	6	2	0	2	0	0	2	1
Srsf2	749	289	306	389	327	333	233	341	326
Srsf3	1444	1110	1142	1219	1253	911	941	836	1152
Srsf4	148	128	77	111	184	89	71	126	90
Srsf5	2719	1850	1101	2235	1906	1409	1029	2100	1988
Srsf6	920	683	853	722	708	541	594	792	854
Srsf7	1040	530	538	602	834	478	589	437	678
Srsf9	269	126	115	197	186	124	90	162	183
Srsx	0	0	0	1	0	0	0	0	0
Srsy	0	0	0	0	0	0	0	0	0
Srxn1	53	48	108	30	54	6	54	43	43
Sry	0	0	0	0	0	1	0	0	0
Ss18	507	438	288	364	523	387	312	360	400
Ss18l1	59	57	5	52	87	70	42	47	51
Ss18l2	102	68	140	56	70	48	32	46	39
Ssb	982	469	593	517	555	285	335	438	464
Ssbp1	387	191	199	225	226	121	125	196	129
Ssbp2	204	64	3	84	83	100	52	129	70
Ssbp3	87	68	35	59	55	34	33	39	45
Ssbp4	121	66	105	48	103	76	55	172	146
Ssc4d	65	13	12	41	26	22	16	20	24
Ssc5d	2	3	0	0	3	3	0	6	2
Ssfa2	214	219	274	196	194	125	175	215	236
Ssh1	620	655	174	698	684	494	442	506	582
Ssh2	5201	4067	914	5561	5197	3683	3067	3618	4176
Ssh3	166	124	378	131	122	158	157	154	147
Ssmem1	2	11	1	5	0	0	0	1	6
Ssna1	659	206	354	244	186	110	105	184	175
Sspn	4	23	22	19	2	0	8	3	5
Sspo	51	84	7	37	29	38	41	36	36
Ssr1	2022	1238	1553	1437	1246	911	1048	1191	1346
Ssr2	753	354	609	362	314	242	225	360	347
Ssr3	1490	1866	1739	2139	1951	1397	1392	1708	1930
Ssr4	1381	640	1082	629	580	432	458	578	618
Ssrp1	332	279	337	353	258	198	196	250	296
Sssca1	93	45	44	33	19	32	23	25	29
Sst	0	0	0	1	1	0	0	0	0
Sstr1	0	2	0	0	6	0	0	0	4
Sstr2	0	2	0	0	1	0	2	5	1
Sstr3	1	0	0	0	1	0	0	0	2
Sstr4	48	56	1	85	72	45	48	13	43
Sstr5	2	0	9	0	1	1	0	3	2
Ssty1	0	0	0	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0	0	0	0
Ssu2	3	9	0	3	3	1	2	2	1
Ssu72	948	455	456	492	332	340	217	335	339
Ssx2ip	6	6	6	4	6	2	7	10	14
Ssx9	0	1	0	3	2	0	1	5	2
Ssxa1	0	0	0	0	0	0	2	0	0
Ssxb1	0	1	0	0	0	1	5	7	0
Ssxb10	2	2	2	2	2	2	0	1	3
Ssxb2	1	1	1	0	4	0	0	0	0
Ssxb3	0	4	0	1	0	0	1	0	4
Ssxb5	0	1	0	1	5	0	0	0	0
Ssxb6	1	0	0	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0	0	4	0
Ssxb9	0	2	1	2	2	0	0	0	0
St13	1508	830	1849	772	519	622	605	460	640
St14	9	15	5	19	15	12	10	14	11
St18	5	19	2	9	16	17	12	18	10
St3gal1	1254	925	228	1008	995	698	531	608	786
St3gal2	151	128	28	112	74	60	55	51	87
St3gal3	58	37	42	40	15	14	17	49	32
St3gal4	1482	659	439	803	826	551	727	745	986
St3gal5	257	189	1	148	144	160	64	305	191
St3gal6	234	152	7	118	92	67	60	32	63
St5	34	37	5	18	19	19	29	20	11
St6gal1	71	78	192	75	108	55	174	118	164
St6gal2	0	2	0	3	1	3	0	0	4
St6galnac1	4	5	0	11	0	0	5	0	2
St6galnac2	7	10	6	32	25	4	3	9	6
St6galnac3	47	59	3	77	41	30	38	31	28
St6galnac4	422	309	167	388	335	312	300	342	334
St6galnac5	0	10	2	1	18	7	3	6	5
St6galnac6	109	92	31	81	95	59	42	54	80
St7	25	30	481	13	35	14	33	118	153
St7l	423	280	310	273	324	213	138	219	287
St8sia1	13	15	6	13	11	22	7	17	23
St8sia2	7	8	0	8	7	0	7	5	5
St8sia3	10	9	1	5	30	5	15	28	11
St8sia4	541	1143	28	1375	1318	970	799	726	884
St8sia5	3	6	0	2	0	1	1	0	0
St8sia6	20	30	2	17	34	7	29	50	47
Stab1	6	22	7	17	12	1	43	127	12
Stab2	13	34	10	21	21	10	11	15	14
Stac	16	3	4	4	5	1	2	4	1
Stac2	11	5	24	3	4	0	2	8	6
Stac3	4	3	1	4	6	9	4	6	4
Stag1	362	498	309	537	524	396	348	394	489
Stag2	617	1557	915	1578	1482	1060	928	993	1405
Stag3	8	8	6	36	20	8	27	15	9
Stam	208	180	233	241	253	194	159	234	240
Stam2	344	344	339	386	272	259	183	238	324
Stambp	256	202	166	254	222	83	114	163	178
Stambpl1	216	193	203	185	210	93	153	129	251
Stap1	4215	3261	154	3268	3047	2114	1623	1383	1742
Stap2	3	7	26	1	2	0	2	2	1
Star	62	56	32	60	56	26	37	46	33
Stard10	4	3	0	2	1	3	0	2	3
Stard13	8	10	2	15	2	2	4	12	5
Stard3	883	517	434	494	577	339	307	420	522
Stard3nl	697	375	437	441	370	217	246	370	296
Stard4	305	161	150	172	199	150	91	162	160
Stard5	989	541	532	536	502	478	362	314	526
Stard6	3	5	8	5	3	0	4	1	1
Stard7	345	290	131	226	290	280	163	300	339
Stard8	118	130	90	188	145	140	88	125	83
Stard9	204	297	394	187	141	161	129	307	226
Stat1	414	512	266	610	586	807	305	388	336
Stat2	338	369	288	331	420	325	268	585	310
Stat3	3095	2291	1347	2497	2820	1925	2059	2307	2640
Stat4	44	33	3	48	23	52	88	29	20
Stat5a	325	335	384	325	338	229	202	198	310
Stat5b	786	1266	289	1229	1173	886	640	779	927
Stat6	2151	2359	1754	2253	1896	1509	1397	1552	1831
Stau1	393	391	367	397	398	295	328	358	428
Stau2	37	43	45	19	17	17	27	23	21
Stbd1	15	13	6	5	1	5	9	5	3
Stc1	11	17	2	3	0	0	2	17	5
Stc2	0	5	0	1	0	0	4	7	0
Steap1	0	11	0	8	1	0	3	4	14
Steap2	0	26	4	20	7	6	6	12	27
Steap3	26	29	25	34	7	2	47	67	13
Steap4	2	3	1	6	0	0	63	6	6
Stfa1	0	1	0	0	1	0	1	3	0
Stfa2	0	1	0	0	0	0	1	3	0
Stfa2l1	0	1	0	2	0	0	9	0	0
Stfa3	0	0	0	0	0	2	0	0	2
Stil	10	28	57	14	13	14	5	27	9
Stim1	508	513	515	551	534	377	331	552	481
Stim2	174	90	30	148	91	75	60	96	153
Stip1	1207	577	635	490	586	341	425	334	534
Stk10	5878	6408	1346	6950	6694	5028	3985	3619	5400
Stk11	243	63	95	105	91	91	51	101	128
Stk11ip	215	212	281	166	260	204	134	205	161
Stk16	667	303	364	283	332	232	239	199	320
Stk17b	2715	2247	1846	2386	2835	1998	2449	1711	2779
Stk19	79	49	77	49	61	24	51	60	53
Stk24	1175	780	362	1021	933	736	665	671	944
Stk25	418	233	455	352	222	224	179	308	323
Stk26	52	91	2	94	80	72	64	64	84
Stk3	507	465	175	515	717	299	205	321	428
Stk31	0	11	2	18	4	2	3	23	13
Stk32a	8	3	1	2	4	1	0	3	5
Stk32b	8	11	0	3	8	5	0	4	3
Stk32c	0	0	0	0	0	0	0	0	1
Stk33	4	4	0	9	1	3	0	8	3
Stk35	93	64	85	70	143	53	36	74	140
Stk36	8	2	2	30	8	2	11	10	13
Stk38	3226	3563	1474	3415	3905	2850	2191	1910	2427
Stk38l	123	156	137	118	123	85	78	68	55
Stk39	5	8	3	5	6	6	6	12	9
Stk4	1389	1416	747	1596	1451	947	988	1182	1255
Stk40	355	283	209	296	320	197	175	157	259
Stkld1	3	13	4	4	6	6	5	12	20
Stmn1	19	3	115	9	2	7	8	5	3
Stmn2	7	14	3	28	7	8	6	3	8
Stmn3	1	4	2	5	0	0	1	7	1
Stmn4	1	2	4	1	0	1	3	1	6
Stmnd1	5	4	0	5	0	0	0	9	5
Stn1	442	181	205	193	231	103	148	139	182
Stom	685	674	1928	789	513	360	497	932	650
Stoml1	137	79	74	76	51	95	75	121	92
Stoml2	439	171	252	200	173	127	110	139	158
Stoml3	1	7	0	7	5	8	1	2	7
Ston1	0	14	0	2	7	3	2	6	0
Ston2	58	43	4	61	46	59	43	55	68
Stox1	3	1	0	2	0	7	3	3	3
Stox2	19	46	9	17	23	10	19	31	23
Stpg1	2	4	0	6	2	1	1	2	6
Stpg2	2	8	0	7	7	3	2	0	1
Stpg3	4	1	0	8	1	0	1	0	3
Stpg4	1	4	0	6	3	0	2	1	4
Stra6	1	8	1	6	5	0	5	5	3
Stra6l	44	25	89	20	25	27	26	33	38
Stra8	0	0	1	1	0	0	0	2	1
Strada	330	251	147	236	236	213	147	166	211
Stradb	81	37	135	80	86	71	45	115	72
Strap	1179	677	815	664	588	383	443	552	621
Strbp	99	137	32	203	130	80	92	107	110
Strc	3	27	8	4	3	4	8	4	0
Strip1	372	396	247	333	333	229	195	207	291
Strip2	5	28	11	41	29	1	28	39	20
Strn	268	345	170	347	415	337	176	233	374
Strn3	290	203	141	289	216	200	188	203	241
Strn4	229	184	156	212	204	127	104	124	129
Stt3a	1506	1158	1407	1104	896	689	783	1049	1010
Stt3b	447	364	394	547	603	417	180	292	456
Stub1	285	132	124	140	127	115	77	125	138
Stum	2	2	3	4	2	1	3	0	1
Stx11	1073	751	13	759	756	498	536	597	837
Stx12	558	506	795	475	459	299	378	438	459
Stx16	336	320	147	399	393	262	236	195	340
Stx17	229	278	200	315	332	245	193	287	183
Stx18	246	165	151	190	171	124	92	191	131
Stx19	8	7	13	12	25	9	11	5	35
Stx1a	1	3	0	2	0	0	1	3	0
Stx1b	7	4	4	9	0	3	7	1	2
Stx2	79	48	41	44	44	16	31	54	26
Stx3	91	33	297	47	99	36	76	185	121
Stx4a	422	232	272	218	249	191	157	181	238
Stx5a	641	466	344	509	466	309	326	538	431
Stx6	517	366	672	442	383	254	155	362	311
Stx7	2583	1155	1976	1423	1267	939	1134	1267	1422
Stx8	324	174	202	183	158	111	124	155	149
Stxbp1	21	18	33	12	24	8	8	15	21
Stxbp2	2166	1171	1680	1042	981	768	692	1032	1099
Stxbp3	711	433	417	471	482	416	389	482	454
Stxbp4	22	40	28	16	25	4	14	23	47
Stxbp5	61	65	33	122	52	31	73	62	70
Stxbp5l	7	37	1	6	19	8	13	14	18
Stxbp6	92	96	8	91	61	64	53	30	48
Styk1	76	57	3	27	10	27	75	60	13
Styx	51	78	23	76	109	46	66	68	73
Styxl1	6	2	0	6	7	1	1	8	1
Sub1	1259	555	534	585	609	360	473	624	624
Sucla2	838	425	494	368	347	318	301	442	329
Suclg1	782	327	541	331	237	202	250	311	322
Suclg2	76	62	132	60	38	52	38	51	71
Sucnr1	0	1	0	5	0	4	1	0	2
Suco	290	244	81	278	332	207	147	219	266
Suds3	40	44	29	88	62	53	45	47	60
Sufu	104	105	76	123	108	68	68	104	99
Sugct	6	15	5	31	7	8	6	28	14
Sugp1	448	361	291	349	335	263	183	259	275
Sugp2	212	233	157	309	276	157	148	185	218
Sugt1	891	406	551	440	432	339	282	326	431
Sulf1	15	22	3	35	21	17	5	24	18
Sulf2	240	153	1716	165	168	132	180	181	214
Sult1a1	2	13	3	8	16	4	19	90	25
Sult1b1	3	6	0	3	7	2	6	5	4
Sult1c1	0	11	2	1	0	8	1	6	3
Sult1c2	2	2	0	2	11	0	1	1	4
Sult1d1	2	16	0	9	5	11	9	9	11
Sult1e1	1	2	0	0	1	0	5	5	8
Sult2a1	0	2	0	1	0	0	1	1	4
Sult2a2	0	0	0	0	0	0	0	0	0
Sult2a3	0	2	0	0	0	0	2	7	3
Sult2a4	0	0	0	2	2	0	3	1	1
Sult2a5	6	1	1	6	5	3	2	1	5
Sult2a6	0	6	4	0	6	1	2	2	6
Sult2a7	3	7	0	3	5	5	5	9	2
Sult2a8	5	14	2	24	17	10	6	11	19
Sult2b1	3	2	12	6	1	0	0	9	3
Sult3a1	0	2	0	9	0	1	0	5	1
Sult3a2	0	5	0	1	5	0	0	9	1
Sult4a1	11	9	19	3	16	6	2	6	13
Sult5a1	0	9	1	7	1	0	1	7	1
Sult6b1	2	11	1	13	4	8	7	20	12
Sult6b2	1	1	0	2	3	1	2	3	0
Sumf1	449	231	211	353	366	360	107	432	488
Sumf2	71	48	80	61	57	32	29	51	56
Sumo1	654	355	328	250	292	217	138	238	241
Sumo2	37	36	25	34	25	13	13	42	22
Sumo3	690	460	623	554	468	334	401	433	547
Sun1	300	401	447	416	495	398	366	530	496
Sun2	833	748	793	810	724	484	445	479	563
Sun3	1	2	0	12	2	0	1	2	6
Sun5	1	4	1	0	1	0	1	3	2
Suox	27	14	66	4	23	15	25	22	23
Supt16	533	377	348	473	408	250	244	315	343
Supt20	314	338	438	324	377	248	243	295	347
Supt3	43	52	118	70	85	52	38	34	56
Supt4a	409	144	184	181	195	141	120	112	124
Supt5	729	521	414	598	552	431	353	461	480
Supt6	473	611	353	720	532	428	316	500	461
Supt7l	222	149	135	207	157	83	76	113	97
Supv3l1	147	80	104	64	80	76	54	86	87
Surf1	372	147	216	135	134	100	81	151	157
Surf2	154	76	128	137	82	97	69	78	96
Surf4	1911	1341	1666	1149	1238	797	884	1360	1306
