	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C-Bl.KPd28#1	Mo.Ly6C-Bl.KPd28#2	Mo.Ly6C+.Bl#1	Mo.Ly6C-Bl.KPd28#3	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd28#3
Tns2	0.0			14.0		3.0	5.0	1.0	24.0	12.0	11.0
Tns3	211.0			1143.0		478.0	836.0	278.0	884.0	270.0	800.0
Tns4	40.0			304.0		109.0	312.0	72.0	206.0	185.0	220.0
Tnxb	1.0			4.0		7.0	3.0	3.0	1.0	1.0	6.0
Tob1	13.0			65.0		21.0	77.0	30.0	71.0	28.0	70.0
Tob2	65.0			454.0		136.0	400.0	112.0	403.0	229.0	320.0
Toe1	5.0			42.0		23.0	31.0	13.0	52.0	31.0	49.0
Togaram1	38.0			179.0		71.0	177.0	46.0	226.0	133.0	202.0
Togaram2	1.0			2.0		4.0	6.0	1.0	10.0	4.0	6.0
Tollip	139.0			701.0		280.0	611.0	237.0	1006.0	285.0	636.0
Tom1	6.0			106.0		52.0	77.0	34.0	59.0	61.0	74.0
Tom1l1	6.0			49.0		20.0	22.0	7.0	26.0	20.0	7.0
Tom1l2	34.0			151.0		85.0	172.0	40.0	153.0	56.0	157.0
Tomm20	52.0			201.0		76.0	154.0	49.0	196.0	83.0	213.0
Tomm20l	0.0			1.0		1.0	2.0	0.0	0.0	2.0	0.0
Tomm22	124.0			738.0		292.0	623.0	204.0	686.0	395.0	534.0
Tomm34	138.0			737.0		317.0	696.0	191.0	540.0	603.0	663.0
Tomm40	43.0			295.0		104.0	192.0	71.0	252.0	123.0	241.0
Tomm40l	5.0			46.0		14.0	10.0	1.0	28.0	14.0	28.0
Tomm5	15.0			110.0		42.0	117.0	34.0	133.0	57.0	87.0
Tomm6	0.0			0.0		0.0	3.0	0.0	1.0	1.0	0.0
Tomm7	57.0			268.0		112.0	327.0	60.0	235.0	134.0	230.0
Tomm70a	40.0			405.0		149.0	395.0	79.0	204.0	117.0	221.0
Tomt	0.0			3.0		2.0	4.0	0.0	6.0	3.0	5.0
Tonsl	181.0			1050.0		375.0	799.0	206.0	836.0	441.0	707.0
Top1	137.0			543.0		245.0	483.0	157.0	327.0	419.0	601.0
Top1mt	2.0			26.0		4.0	2.0	6.0	42.0	25.0	33.0
Top2a	15.0			31.0		65.0	23.0	13.0	57.0	160.0	568.0
Top2b	75.0			1038.0		377.0	726.0	196.0	388.0	274.0	279.0
Top3a	37.0			110.0		65.0	123.0	30.0	109.0	117.0	152.0
Top3b	65.0			477.0		161.0	278.0	71.0	334.0	310.0	377.0
Topaz1	4.0			7.0		7.0	4.0	2.0	5.0	12.0	7.0
Topbp1	40.0			182.0		66.0	102.0	44.0	224.0	147.0	207.0
Topors	69.0			308.0		133.0	347.0	70.0	259.0	115.0	266.0
Toporsl	0.0			5.0		3.0	3.0	1.0	1.0	7.0	5.0
Tor1a	175.0			1188.0		461.0	789.0	259.0	1103.0	573.0	698.0
Tor1aip1	219.0			927.0		483.0	974.0	281.0	940.0	494.0	652.0
Tor1aip2	93.0			475.0		214.0	411.0	132.0	339.0	192.0	412.0
Tor1b	68.0			479.0		162.0	375.0	109.0	399.0	255.0	386.0
Tor2a	49.0			382.0		111.0	285.0	72.0	375.0	79.0	217.0
Tor3a	253.0			1058.0		534.0	1155.0	261.0	489.0	329.0	535.0
Tor4a	152.0			739.0		373.0	648.0	233.0	591.0	670.0	645.0
Tox	1.0			7.0		7.0	4.0	11.0	12.0	12.0	9.0
Tox2	0.0			2.0		2.0	2.0	1.0	2.0	0.0	2.0
Tox3	1.0			1.0		2.0	3.0	0.0	1.0	2.0	8.0
Tox4	133.0			612.0		336.0	573.0	196.0	759.0	349.0	537.0
Tpbg	0.0			4.0		0.0	0.0	1.0	4.0	4.0	4.0
Tpbgl	0.0			0.0		3.0	0.0	0.0	0.0	0.0	15.0
Tpbpa	3.0			4.0		6.0	0.0	0.0	0.0	0.0	2.0
Tpbpb	0.0			0.0		0.0	2.0	0.0	0.0	0.0	1.0
Tpcn1	44.0			242.0		81.0	406.0	73.0	204.0	131.0	217.0
Tpcn2	41.0			214.0		52.0	120.0	39.0	170.0	271.0	628.0
Tpd52	692.0			4364.0		1885.0	3057.0	1118.0	3347.0	1424.0	1788.0
Tpd52l1	0.0			1.0		0.0	0.0	1.0	0.0	0.0	5.0
Tpd52l2	122.0			585.0		256.0	578.0	177.0	456.0	371.0	610.0
Tpgs1	75.0			429.0		164.0	401.0	112.0	426.0	111.0	265.0
Tpgs2	33.0			122.0		39.0	82.0	17.0	82.0	78.0	115.0
Tph1	0.0			15.0		2.0	6.0	1.0	1.0	4.0	5.0
Tph2	2.0			4.0		5.0	7.0	2.0	4.0	0.0	0.0
Tpi1	161.0			1122.0		391.0	868.0	236.0	1223.0	598.0	1708.0
Tpk1	18.0			61.0		29.0	51.0	22.0	29.0	64.0	107.0
Tpm1	48.0			205.0		98.0	125.0	39.0	136.0	51.0	233.0
Tpm2	1.0			0.0		0.0	0.0	0.0	24.0	1.0	0.0
Tpm3	496.0			2878.0		966.0	2578.0	683.0	2929.0	1943.0	2572.0
Tpm3-rs7	7.0			65.0		24.0	61.0	22.0	61.0	45.0	58.0
Tpm4	501.0			2929.0		1299.0	1681.0	744.0	2196.0	2462.0	2736.0
Tpmt	6.0			35.0		9.0	23.0	8.0	42.0	20.0	43.0
Tpo	3.0			7.0		3.0	1.0	0.0	0.0	11.0	3.0
Tpp1	74.0			660.0		203.0	576.0	165.0	527.0	484.0	1315.0
Tpp2	388.0			1345.0		644.0	1209.0	495.0	1389.0	1162.0	1598.0
Tppp	2.0			10.0		6.0	25.0	1.0	5.0	27.0	26.0
Tppp2	0.0			1.0		0.0	0.0	0.0	1.0	0.0	0.0
Tppp3	299.0			1331.0		292.0	1694.0	312.0	465.0	828.0	853.0
Tpr	158.0			1132.0		491.0	815.0	300.0	770.0	699.0	784.0
Tpra1	66.0			477.0		190.0	530.0	138.0	336.0	203.0	352.0
Tprg	0.0			3.0		0.0	0.0	2.0	0.0	3.0	1.0
Tprgl	60.0			667.0		286.0	468.0	113.0	325.0	215.0	277.0
Tprkb	37.0			126.0		53.0	117.0	26.0	110.0	63.0	113.0
Tprn	13.0			93.0		46.0	90.0	34.0	141.0	105.0	70.0
Tpsab1	0.0			3.0		1.0	0.0	1.0	0.0	1.0	4.0
Tpsb2	0.0			0.0		1.0	0.0	0.0	0.0	0.0	0.0
Tpsg1	1.0			0.0		0.0	0.0	2.0	0.0	0.0	0.0
Tpst1	19.0			238.0		120.0	212.0	33.0	105.0	24.0	44.0
Tpst2	270.0			1251.0		533.0	989.0	280.0	1006.0	418.0	747.0
Tpt1	513.0			2609.0		1280.0	2504.0	724.0	2530.0	932.0	2034.0
Tpte	1.0			5.0		7.0	1.0	3.0	3.0	8.0	4.0
Tpx2	1.0			6.0		12.0	9.0	0.0	13.0	23.0	134.0
Tra2a	117.0			595.0		216.0	519.0	165.0	479.0	376.0	650.0
Tra2b	156.0			774.0		290.0	612.0	224.0	704.0	550.0	986.0
Trabd	97.0			465.0		187.0	447.0	114.0	413.0	187.0	318.0
Trabd2b	2.0			4.0		5.0	6.0	3.0	4.0	2.0	5.0
Tradd	34.0			234.0		72.0	164.0	40.0	145.0	98.0	173.0
Traf1	29.0			165.0		89.0	67.0	45.0	57.0	530.0	1203.0
Traf2	53.0			353.0		178.0	246.0	78.0	233.0	247.0	267.0
Traf3	69.0			366.0		168.0	229.0	94.0	128.0	378.0	235.0
Traf3ip1	9.0			37.0		9.0	59.0	2.0	18.0	24.0	41.0
Traf3ip2	4.0			33.0		14.0	21.0	6.0	36.0	34.0	5.0
Traf3ip3	101.0			489.0		146.0	505.0	138.0	405.0	580.0	348.0
Traf4	7.0			33.0		21.0	21.0	3.0	17.0	22.0	9.0
Traf5	6.0			28.0		12.0	25.0	6.0	10.0	12.0	16.0
Traf6	93.0			462.0		200.0	441.0	142.0	716.0	251.0	407.0
Traf7	115.0			730.0		266.0	582.0	150.0	604.0	363.0	548.0
Trafd1	463.0			1998.0		950.0	2149.0	480.0	2706.0	944.0	1375.0
Traip	2.0			7.0		12.0	7.0	6.0	10.0	12.0	29.0
Trak1	51.0			308.0		101.0	203.0	74.0	272.0	211.0	306.0
Trak2	50.0			330.0		98.0	301.0	78.0	331.0	226.0	268.0
Tram1	365.0			3476.0		1528.0	2543.0	683.0	1600.0	856.0	841.0
Tram1l1	0.0			1.0		0.0	5.0	0.0	3.0	0.0	8.0
Tram2	45.0			265.0		75.0	215.0	72.0	248.0	105.0	139.0
Trank1	4.0			7.0		17.0	8.0	3.0	1.0	18.0	10.0
Trap1	66.0			392.0		141.0	293.0	76.0	244.0	250.0	405.0
Trap1a	0.0			1.0		0.0	5.0	0.0	0.0	0.0	3.0
Trappc1	144.0			722.0		334.0	719.0	212.0	683.0	367.0	488.0
Trappc10	20.0			113.0		49.0	122.0	32.0	126.0	155.0	124.0
Trappc11	84.0			491.0		178.0	349.0	132.0	358.0	308.0	357.0
Trappc12	80.0			454.0		185.0	377.0	119.0	320.0	345.0	403.0
Trappc13	115.0			504.0		180.0	358.0	134.0	350.0	268.0	357.0
Trappc2	12.0			57.0		22.0	45.0	21.0	36.0	29.0	41.0
Trappc2l	88.0			459.0		192.0	463.0	134.0	325.0	129.0	300.0
Trappc3	50.0			315.0		138.0	266.0	72.0	345.0	120.0	328.0
Trappc3l	0.0			4.0		1.0	6.0	3.0	1.0	2.0	1.0
Trappc4	99.0			442.0		166.0	350.0	115.0	437.0	278.0	354.0
Trappc5	64.0			282.0		157.0	260.0	63.0	178.0	228.0	183.0
Trappc6a	32.0			196.0		81.0	188.0	56.0	275.0	114.0	139.0
Trappc6b	76.0			563.0		209.0	499.0	127.0	452.0	244.0	409.0
Trappc8	85.0			356.0		148.0	327.0	96.0	311.0	312.0	348.0
Trappc9	56.0			323.0		148.0	313.0	67.0	336.0	218.0	304.0
Trat1	0.0			0.0		1.0	1.0	3.0	0.0	0.0	2.0
Trcg1	0.0			1.0		2.0	3.0	0.0	5.0	3.0	2.0
Trdmt1	34.0			138.0		53.0	78.0	38.0	122.0	82.0	99.0
Trdn	1.0			8.0		7.0	1.0	4.0	5.0	19.0	9.0
Treh	0.0			2.0		0.0	0.0	0.0	1.0	0.0	2.0
Trem1	8.0			91.0		17.0	22.0	7.0	521.0	308.0	1442.0
Trem2	52.0			270.0		138.0	285.0	118.0	326.0	14.0	939.0
Trem3	91.0			633.0		168.0	264.0	137.0	467.0	1015.0	588.0
Treml1	4.0			4.0		13.0	4.0	1.0	57.0	0.0	3.0
Treml2	17.0			109.0		16.0	111.0	8.0	157.0	9.0	28.0
Treml4	249.0			1454.0		451.0	610.0	395.0	952.0	4849.0	3131.0
Trex1	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Trex2	0.0			0.0		0.0	0.0	0.0	3.0	0.0	0.0
Trf	13.0			77.0		43.0	75.0	21.0	74.0	29.0	216.0
Trh	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Trhde	2.0			4.0		2.0	5.0	2.0	17.0	9.0	24.0
Trhr	0.0			3.0		3.0	7.0	3.0	8.0	3.0	1.0
Trhr2	0.0			3.0		1.0	0.0	3.0	0.0	1.0	2.0
Triap1	57.0			293.0		138.0	325.0	58.0	225.0	127.0	188.0
Trib1	56.0			303.0		104.0	162.0	74.0	380.0	350.0	676.0
Trib2	0.0			11.0		4.0	0.0	0.0	6.0	5.0	0.0
Trib3	0.0			4.0		0.0	9.0	3.0	2.0	1.0	67.0
Tril	0.0			5.0		4.0	0.0	0.0	0.0	2.0	0.0
Trim10	0.0			1.0		1.0	6.0	0.0	2.0	0.0	6.0
Trim11	64.0			461.0		164.0	351.0	97.0	249.0	259.0	252.0
Trim12a	67.0			353.0		184.0	363.0	94.0	252.0	311.0	245.0
Trim12c	78.0			361.0		185.0	302.0	107.0	204.0	188.0	138.0
Trim13	8.0			29.0		15.0	34.0	16.0	21.0	14.0	25.0
Trim14	23.0			251.0		135.0	280.0	43.0	108.0	84.0	89.0
Trim15	1.0			4.0		2.0	12.0	4.0	10.0	9.0	0.0
Trim16	54.0			257.0		133.0	211.0	67.0	112.0	57.0	77.0
Trim17	1.0			8.0		5.0	16.0	0.0	1.0	8.0	1.0
Trim2	2.0			17.0		18.0	25.0	9.0	14.0	11.0	43.0
Trim21	11.0			42.0		7.0	43.0	12.0	54.0	44.0	37.0
Trim23	45.0			148.0		61.0	150.0	48.0	184.0	154.0	174.0
Trim24	6.0			58.0		24.0	25.0	20.0	74.0	62.0	67.0
Trim25	181.0			1047.0		349.0	1087.0	236.0	778.0	673.0	1582.0
Trim26	99.0			679.0		252.0	426.0	130.0	403.0	511.0	468.0
Trim27	23.0			405.0		217.0	434.0	62.0	148.0	117.0	144.0
Trim28	16.0			203.0		77.0	145.0	37.0	79.0	88.0	144.0
Trim29	1.0			2.0		2.0	0.0	0.0	7.0	0.0	7.0
Trim3	11.0			135.0		56.0	147.0	26.0	146.0	44.0	102.0
Trim30a	607.0			2178.0		1130.0	3142.0	722.0	1274.0	743.0	914.0
Trim30b	76.0			384.0		137.0	313.0	103.0	239.0	313.0	275.0
Trim30c	18.0			173.0		50.0	115.0	28.0	86.0	4.0	38.0
Trim30d	198.0			764.0		373.0	937.0	228.0	503.0	213.0	264.0
Trim31	1.0			3.0		0.0	0.0	0.0	0.0	2.0	0.0
Trim32	3.0			39.0		16.0	47.0	13.0	28.0	9.0	63.0
Trim33	57.0			217.0		126.0	286.0	87.0	218.0	250.0	251.0
Trim34a	41.0			158.0		67.0	167.0	39.0	71.0	88.0	69.0
Trim34b	2.0			7.0		5.0	17.0	4.0	4.0	16.0	10.0
Trim35	69.0			411.0		256.0	363.0	121.0	329.0	203.0	500.0
Trim36	45.0			166.0		98.0	175.0	54.0	133.0	9.0	217.0
Trim37	12.0			125.0		87.0	90.0	15.0	48.0	98.0	146.0
Trim38	1.0			1.0		0.0	0.0	1.0	5.0	0.0	3.0
Trim39	33.0			130.0		85.0	151.0	28.0	176.0	155.0	147.0
Trim40	0.0			4.0		0.0	0.0	0.0	0.0	2.0	3.0
Trim41	8.0			77.0		29.0	85.0	23.0	78.0	48.0	105.0
Trim42	0.0			5.0		2.0	4.0	1.0	2.0	1.0	6.0
Trim43a	0.0			1.0		1.0	0.0	4.0	0.0	1.0	0.0
Trim43b	2.0			2.0		5.0	1.0	0.0	2.0	3.0	0.0
Trim43c	0.0			5.0		2.0	0.0	2.0	3.0	7.0	3.0
Trim44	48.0			181.0		74.0	179.0	69.0	231.0	178.0	231.0
Trim45	7.0			32.0		7.0	12.0	4.0	10.0	8.0	15.0
Trim46	0.0			8.0		2.0	3.0	2.0	11.0	6.0	1.0
Trim47	2.0			16.0		1.0	16.0	0.0	6.0	0.0	87.0
Trim5	19.0			101.0		48.0	95.0	47.0	63.0	64.0	28.0
Trim50	0.0			1.0		0.0	0.0	0.0	0.0	1.0	1.0
Trim52	0.0			5.0		5.0	1.0	0.0	6.0	6.0	0.0
Trim54	0.0			1.0		0.0	0.0	0.0	1.0	0.0	0.0
Trim55	3.0			0.0		6.0	0.0	0.0	0.0	3.0	4.0
Trim56	38.0			254.0		90.0	171.0	77.0	160.0	160.0	134.0
Trim58	0.0			1.0		2.0	2.0	1.0	1.0	0.0	0.0
Trim59	17.0			72.0		6.0	58.0	21.0	49.0	37.0	92.0
Trim6	0.0			7.0		4.0	3.0	3.0	8.0	2.0	16.0
Trim60	0.0			1.0		3.0	0.0	3.0	0.0	0.0	1.0
Trim61	0.0			0.0		1.0	0.0	0.0	2.0	0.0	2.0
Trim62	12.0			46.0		23.0	75.0	7.0	29.0	31.0	22.0
Trim63	5.0			2.0		0.0	1.0	0.0	0.0	0.0	10.0
Trim65	42.0			229.0		111.0	245.0	78.0	185.0	265.0	216.0
Trim66	2.0			21.0		20.0	6.0	1.0	11.0	5.0	12.0
Trim67	1.0			1.0		4.0	2.0	2.0	4.0	7.0	0.0
Trim68	2.0			33.0		37.0	28.0	2.0	42.0	19.0	53.0
Trim69	0.0			7.0		2.0	10.0	0.0	3.0	3.0	2.0
Trim7	3.0			12.0		7.0	6.0	7.0	12.0	2.0	13.0
Trim71	0.0			2.0		0.0	1.0	0.0	4.0	3.0	0.0
Trim72	0.0			0.0		0.0	0.0	0.0	1.0	0.0	2.0
Trim75	0.0			5.0		0.0	0.0	0.0	0.0	8.0	1.0
Trim8	46.0			233.0		97.0	240.0	75.0	189.0	184.0	176.0
Trim80	0.0			2.0		0.0	1.0	0.0	2.0	4.0	0.0
Trim9	5.0			7.0		5.0	0.0	2.0	4.0	3.0	4.0
Triml1	1.0			5.0		9.0	2.0	2.0	2.0	9.0	6.0
Triml2	1.0			1.0		6.0	0.0	2.0	2.0	4.0	9.0
Trio	146.0			769.0		377.0	622.0	211.0	876.0	210.0	492.0
Triobp	26.0			300.0		105.0	221.0	61.0	211.0	103.0	142.0
Trip10	16.0			71.0		31.0	50.0	12.0	32.0	31.0	80.0
Trip11	42.0			402.0		182.0	308.0	112.0	433.0	396.0	433.0
Trip12	180.0			754.0		384.0	666.0	245.0	734.0	576.0	1018.0
Trip13	0.0			16.0		10.0	8.0	4.0	4.0	38.0	54.0
Trip4	40.0			397.0		129.0	343.0	77.0	196.0	170.0	263.0
Trip6	7.0			82.0		39.0	81.0	22.0	128.0	46.0	42.0
Triqk	5.0			0.0		4.0	1.0	0.0	6.0	2.0	1.0
Trir	26.0			296.0		103.0	301.0	27.0	99.0	64.0	88.0
Trit1	14.0			97.0		62.0	96.0	19.0	60.0	33.0	40.0
Trmo	9.0			83.0		42.0	96.0	12.0	66.0	40.0	76.0
Trmt1	68.0			299.0		167.0	312.0	74.0	308.0	200.0	318.0
Trmt10a	8.0			25.0		12.0	18.0	9.0	23.0	30.0	25.0
Trmt10b	10.0			59.0		19.0	40.0	18.0	48.0	35.0	55.0
Trmt10c	52.0			219.0		103.0	258.0	65.0	223.0	182.0	167.0
Trmt11	31.0			132.0		79.0	122.0	33.0	124.0	68.0	142.0
Trmt112	7.0			69.0		26.0	63.0	20.0	70.0	50.0	72.0
Trmt12	20.0			127.0		56.0	103.0	38.0	51.0	52.0	75.0
Trmt13	20.0			127.0		69.0	110.0	50.0	140.0	65.0	88.0
Trmt1l	73.0			393.0		146.0	329.0	91.0	201.0	241.0	369.0
Trmt2a	12.0			118.0		34.0	82.0	19.0	74.0	35.0	96.0
Trmt2b	27.0			159.0		64.0	136.0	52.0	147.0	164.0	229.0
Trmt44	38.0			134.0		57.0	161.0	36.0	241.0	98.0	127.0
Trmt5	13.0			78.0		27.0	61.0	24.0	50.0	36.0	94.0
Trmt6	38.0			171.0		119.0	140.0	66.0	197.0	152.0	208.0
Trmt61a	6.0			48.0		11.0	25.0	5.0	48.0	10.0	45.0
Trmu	13.0			87.0		26.0	67.0	11.0	92.0	89.0	84.0
Trnau1ap	45.0			282.0		126.0	237.0	75.0	258.0	194.0	349.0
Trnp1	0.0			0.0		0.0	0.0	0.0	0.0	2.0	1.0
Trnt1	91.0			404.0		148.0	356.0	115.0	349.0	215.0	277.0
Tro	0.0			4.0		0.0	0.0	2.0	0.0	6.0	6.0
Troap	0.0			0.0		2.0	0.0	0.0	0.0	3.0	22.0
Trove2	26.0			115.0		52.0	77.0	52.0	125.0	149.0	92.0
Trp53	113.0			472.0		232.0	498.0	118.0	281.0	386.0	466.0
Trp53bp1	23.0			77.0		31.0	69.0	26.0	80.0	107.0	200.0
Trp53bp2	36.0			192.0		96.0	115.0	62.0	154.0	134.0	142.0
Trp53i11	0.0			10.0		10.0	9.0	5.0	2.0	0.0	20.0
Trp53i13	5.0			74.0		26.0	29.0	10.0	30.0	17.0	49.0
Trp53inp1	115.0			533.0		194.0	366.0	184.0	478.0	138.0	235.0
Trp53inp2	19.0			117.0		36.0	94.0	36.0	124.0	60.0	279.0
Trp53rka	19.0			115.0		39.0	92.0	17.0	103.0	23.0	42.0
Trp53rkb	1.0			15.0		11.0	15.0	6.0	23.0	9.0	16.0
Trp53tg5	0.0			2.0		2.0	3.0	0.0	2.0	0.0	0.0
Trp63	1.0			21.0		13.0	8.0	11.0	13.0	13.0	22.0
Trp73	1.0			0.0		0.0	2.0	1.0	2.0	5.0	1.0
Trpa1	1.0			8.0		6.0	13.0	4.0	1.0	11.0	11.0
Trpc1	0.0			17.0		9.0	17.0	1.0	2.0	20.0	9.0
Trpc2	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Trpc3	2.0			3.0		4.0	9.0	2.0	7.0	2.0	2.0
Trpc4	4.0			9.0		12.0	3.0	7.0	3.0	11.0	9.0
Trpc4ap	102.0			1002.0		337.0	703.0	132.0	473.0	224.0	366.0
Trpc5	0.0			1.0		0.0	9.0	0.0	1.0	0.0	0.0
Trpc5os	0.0			0.0		9.0	0.0	2.0	0.0	1.0	1.0
Trpc6	2.0			4.0		3.0	1.0	1.0	10.0	6.0	9.0
Trpc7	0.0			5.0		0.0	4.0	0.0	0.0	2.0	7.0
Trpd52l3	0.0			4.0		0.0	3.0	0.0	0.0	3.0	0.0
Trpm1	3.0			8.0		22.0	0.0	1.0	16.0	21.0	31.0
Trpm2	53.0			227.0		118.0	284.0	78.0	615.0	491.0	475.0
Trpm3	0.0			7.0		0.0	3.0	10.0	7.0	1.0	16.0
Trpm4	16.0			98.0		42.0	61.0	14.0	94.0	26.0	121.0
Trpm5	1.0			13.0		5.0	0.0	3.0	4.0	15.0	1.0
Trpm6	2.0			11.0		6.0	9.0	5.0	1.0	22.0	10.0
Trpm7	376.0			1434.0		644.0	1116.0	503.0	1408.0	809.0	1203.0
Trpm8	0.0			12.0		17.0	5.0	3.0	6.0	11.0	14.0
Trps1	461.0			2378.0		1200.0	1860.0	677.0	1594.0	1323.0	2072.0
Trpt1	0.0			12.0		13.0	11.0	7.0	12.0	17.0	17.0
Trpv1	0.0			5.0		0.0	3.0	1.0	1.0	5.0	19.0
Trpv2	132.0			961.0		312.0	588.0	176.0	596.0	511.0	715.0
Trpv3	1.0			2.0		5.0	1.0	0.0	3.0	7.0	17.0
Trpv4	9.0			76.0		28.0	43.0	5.0	101.0	4.0	89.0
Trpv5	2.0			0.0		3.0	3.0	3.0	3.0	1.0	3.0
Trpv6	0.0			2.0		2.0	0.0	0.0	1.0	7.0	5.0
Trrap	147.0			617.0		266.0	485.0	151.0	513.0	306.0	595.0
Trub1	6.0			60.0		21.0	33.0	9.0	52.0	40.0	52.0
Trub2	24.0			204.0		84.0	134.0	42.0	169.0	91.0	121.0
Try10	1.0			2.0		0.0	3.0	0.0	0.0	1.0	2.0
Try4	0.0			9.0		4.0	2.0	2.0	0.0	2.0	0.0
Try5	0.0			2.0		3.0	3.0	0.0	0.0	1.0	3.0
Tsacc	0.0			9.0		4.0	8.0	2.0	1.0	4.0	4.0
Tsc1	28.0			238.0		91.0	182.0	80.0	210.0	174.0	230.0
Tsc2	84.0			602.0		219.0	496.0	153.0	437.0	419.0	611.0
Tsc22d1	70.0			225.0		141.0	182.0	51.0	1168.0	60.0	194.0
Tsc22d2	66.0			224.0		151.0	292.0	96.0	196.0	186.0	231.0
Tsc22d3	1103.0			4962.0		1055.0	6422.0	973.0	3589.0	4631.0	4467.0
Tsc22d4	101.0			497.0		204.0	527.0	155.0	459.0	300.0	381.0
Tsen15	1.0			63.0		10.0	46.0	16.0	20.0	31.0	33.0
Tsen2	6.0			29.0		17.0	19.0	11.0	47.0	12.0	37.0
Tsen34	23.0			215.0		100.0	178.0	53.0	117.0	40.0	52.0
Tsen54	18.0			90.0		21.0	76.0	23.0	44.0	31.0	72.0
Tsfm	17.0			97.0		42.0	87.0	20.0	77.0	39.0	84.0
Tsg101	93.0			465.0		225.0	425.0	120.0	390.0	274.0	600.0
Tsga10	61.0			274.0		114.0	237.0	88.0	134.0	107.0	162.0
Tsga10ip	1.0			2.0		1.0	0.0	0.0	0.0	1.0	2.0
Tsga13	1.0			4.0		4.0	0.0	0.0	1.0	2.0	0.0
Tsga8	0.0			0.0		0.0	0.0	0.0	0.0	0.0	4.0
Tshb	1.0			0.0		5.0	4.0	0.0	9.0	8.0	1.0
Tshr	2.0			3.0		2.0	2.0	0.0	1.0	8.0	7.0
Tshz1	10.0			80.0		42.0	47.0	17.0	34.0	51.0	64.0
Tshz2	0.0			0.0		2.0	0.0	2.0	0.0	2.0	3.0
Tshz3	1.0			12.0		2.0	1.0	2.0	1.0	5.0	8.0
Tsks	0.0			0.0		2.0	0.0	2.0	2.0	5.0	3.0
Tsku	0.0			1.0		1.0	1.0	0.0	0.0	13.0	6.0
Tslp	2.0			8.0		0.0	2.0	2.0	6.0	12.0	14.0
Tsn	97.0			586.0		231.0	488.0	154.0	584.0	405.0	555.0
Tsnax	101.0			738.0		277.0	563.0	176.0	463.0	475.0	549.0
Tsnaxip1	2.0			2.0		2.0	0.0	1.0	2.0	4.0	0.0
Tspan1	0.0			8.0		5.0	5.0	2.0	5.0	1.0	5.0
Tspan10	0.0			0.0		0.0	0.0	2.0	1.0	3.0	2.0
Tspan11	3.0			2.0		7.0	6.0	0.0	2.0	3.0	9.0
Tspan12	1.0			0.0		5.0	0.0	0.0	2.0	2.0	14.0
Tspan13	269.0			1612.0		629.0	761.0	408.0	863.0	903.0	934.0
Tspan14	378.0			2015.0		758.0	1509.0	538.0	1418.0	1442.0	1545.0
Tspan15	2.0			1.0		9.0	2.0	1.0	0.0	23.0	20.0
Tspan17	15.0			165.0		93.0	187.0	48.0	132.0	27.0	60.0
Tspan18	2.0			5.0		0.0	2.0	4.0	2.0	6.0	21.0
Tspan2	16.0			33.0		16.0	17.0	21.0	45.0	84.0	42.0
Tspan3	24.0			310.0		136.0	215.0	63.0	219.0	74.0	423.0
Tspan31	80.0			427.0		151.0	316.0	94.0	315.0	171.0	387.0
Tspan32	29.0			416.0		134.0	269.0	74.0	141.0	248.0	352.0
Tspan33	0.0			6.0		8.0	17.0	1.0	7.0	11.0	22.0
Tspan4	12.0			37.0		11.0	32.0	5.0	102.0	33.0	179.0
Tspan5	12.0			158.0		44.0	63.0	23.0	62.0	45.0	41.0
Tspan6	2.0			0.0		0.0	0.0	0.0	4.0	3.0	0.0
Tspan7	4.0			10.0		1.0	0.0	0.0	0.0	0.0	12.0
Tspan8	0.0			3.0		4.0	4.0	0.0	3.0	4.0	2.0
Tspan9	10.0			28.0		11.0	22.0	3.0	52.0	14.0	20.0
Tspear	0.0			6.0		5.0	1.0	0.0	1.0	7.0	7.0
Tspo	494.0			3361.0		1171.0	2724.0	640.0	2882.0	551.0	1679.0
Tspo2	0.0			2.0		4.0	8.0	0.0	1.0	2.0	4.0
Tspoap1	6.0			51.0		22.0	22.0	7.0	9.0	11.0	36.0
Tspyl1	256.0			1194.0		658.0	1143.0	401.0	1100.0	788.0	991.0
Tspyl2	5.0			32.0		13.0	47.0	8.0	34.0	35.0	67.0
Tspyl3	28.0			92.0		49.0	44.0	28.0	73.0	126.0	71.0
Tspyl4	2.0			20.0		11.0	34.0	3.0	14.0	31.0	6.0
Tspyl5	0.0			6.0		4.0	5.0	0.0	2.0	1.0	6.0
Tsr1	21.0			74.0		32.0	77.0	21.0	117.0	30.0	95.0
Tsr2	5.0			24.0		19.0	57.0	5.0	49.0	40.0	49.0
Tsr3	18.0			80.0		16.0	45.0	14.0	90.0	31.0	55.0
Tssc4	29.0			126.0		41.0	103.0	22.0	102.0	115.0	149.0
Tssk1	1.0			0.0		1.0	4.0	3.0	1.0	6.0	0.0
Tssk2	0.0			2.0		0.0	1.0	1.0	0.0	0.0	4.0
